ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2010-06-20,22677.422606616077,-1592.6850680624993,29446.06377968365,22677.422606616077,22677.422606616077,-9814.560743862003,-9814.560743862003,-9814.560743862003,-5950.73448210146,-5950.73448210146,-5950.73448210146,-3863.826261760543,-3863.826261760543,-3863.826261760543,0.0,0.0,0.0,12862.861862754075
2010-06-21,22673.995122125536,9151.088083863979,39272.998451465435,22673.995122125536,22673.995122125536,1232.8384953773266,1232.8384953773266,1232.8384953773266,5637.336082802101,5637.336082802101,5637.336082802101,-4404.497587424774,-4404.497587424774,-4404.497587424774,0.0,0.0,0.0,23906.833617502863
2010-06-22,22670.567637635,10475.741294033623,42026.648056476355,22670.567637635,22670.567637635,3320.0753412634117,3320.0753412634117,3320.0753412634117,8263.268564201764,8263.268564201764,8263.268564201764,-4943.193222938351,-4943.193222938351,-4943.193222938351,0.0,0.0,0.0,25990.64297889841
2010-06-23,22667.14015314446,6519.509166385538,37952.803760430754,22667.14015314446,22667.14015314446,-102.81354886721557,-102.81354886721557,-102.81354886721557,5364.460058880964,5364.460058880964,5364.460058880964,-5467.27360774818,-5467.27360774818,-5467.27360774818,0.0,0.0,0.0,22564.326604277245
2010-06-24,22663.71266865392,13770.567375538547,45457.1638976609,22663.71266865392,22663.71266865392,6624.991077855935,6624.991077855935,6624.991077855935,12589.557408823568,12589.557408823568,12589.557408823568,-5964.566330967631,-5964.566330967631,-5964.566330967631,0.0,0.0,0.0,29288.703746509855
2010-06-25,22660.28518416338,6058.740143330425,36148.43065912434,22660.28518416338,22660.28518416338,-2860.4615099708467,-2860.4615099708467,-2860.4615099708467,3563.249746782191,3563.249746782191,3563.249746782191,-6423.7112567530385,-6423.7112567530385,-6423.7112567530385,0.0,0.0,0.0,19799.823674192532
2010-06-27,22653.4302151823,-6249.461532873077,25077.731641908733,22653.4302151823,22653.4302151823,-13138.779218362917,-13138.779218362917,-13138.779218362917,-5950.734482083861,-5950.734482083861,-5950.734482083861,-7188.044736279058,-7188.044736279058,-7188.044736279058,0.0,0.0,0.0,9514.650996819382
2010-06-28,22650.002730691762,5047.622146921824,36114.60068537841,22650.002730691762,22650.002730691762,-1839.8994890557522,-1839.8994890557522,-1839.8994890557522,5637.33608280587,5637.33608280587,5637.33608280587,-7477.235571861623,-7477.235571861623,-7477.235571861623,0.0,0.0,0.0,20810.10324163601
2010-06-29,22646.575246201224,8017.121134495581,40088.99276566469,22646.575246201224,22646.575246201224,566.5674921622034,566.5674921622034,566.5674921622034,8263.268564223197,8263.268564223197,8263.268564223197,-7696.7010720609915,-7696.7010720609915,-7696.7010720609915,0.0,0.0,0.0,23213.14273836343
2010-06-30,22643.147761710683,4376.153042976219,35530.0010125401,22643.147761710683,22643.147761710683,-2478.585709459738,-2478.585709459738,-2478.585709459738,5364.460058897362,5364.460058897362,5364.460058897362,-7843.045768357099,-7843.045768357099,-7843.045768357099,0.0,0.0,0.0,20164.562052250945
2010-07-01,22639.72027722014,12276.013812109828,41769.168400683724,22639.72027722014,22639.72027722014,4674.663240372368,4674.663240372368,4674.663240372368,12589.557408816103,12589.557408816103,12589.557408816103,-7914.894168443734,-7914.894168443734,-7914.894168443734,0.0,0.0,0.0,27314.38351759251
2010-07-02,22636.2927927296,3122.5995360530223,34740.641115061466,22636.2927927296,22636.2927927296,-4349.6459413707325,-4349.6459413707325,-4349.6459413707325,3563.2497467665003,3563.2497467665003,3563.2497467665003,-7912.895688137233,-7912.895688137233,-7912.895688137233,0.0,0.0,0.0,18286.64685135887
2010-07-04,22629.437823748525,-6269.834036655469,23747.423630395762,22629.437823748525,22629.437823748525,-13650.421297747822,-13650.421297747822,-13650.421297747822,-5950.734482111226,-5950.734482111226,-5950.734482111226,-7699.686815636595,-7699.686815636595,-7699.686815636595,0.0,0.0,0.0,8979.016526000703
2010-07-05,22626.010339257984,5682.118163016676,36497.52199055453,22626.010339257984,22626.010339257984,-1861.773361309581,-1861.773361309581,-1861.773361309581,5637.336082792287,5637.336082792287,5637.336082792287,-7499.109444101868,-7499.109444101868,-7499.109444101868,0.0,0.0,0.0,20764.236977948403
2010-07-06,22622.582854767446,7180.903735951172,38680.92658414819,22622.582854767446,22622.582854767446,1017.7025728936397,1017.7025728936397,1017.7025728936397,8263.268564208063,8263.268564208063,8263.268564208063,-7245.565991314423,-7245.565991314423,-7245.565991314423,0.0,0.0,0.0,23640.285427661085
2010-07-07,22619.15537027691,5914.654007149029,37298.147594106245,22619.15537027691,22619.15537027691,-1583.437333153603,-1583.437333153603,-1583.437333153603,5364.46005887337,5364.46005887337,5364.46005887337,-6947.897392026973,-6947.897392026973,-6947.897392026973,0.0,0.0,0.0,21035.718037123304
2010-07-08,22615.727889688464,13445.401751798761,44852.953103286054,22615.727889688464,22615.727889688464,5973.691843304923,5973.691843304923,5973.691843304923,12589.557408808638,12589.557408808638,12589.557408808638,-6615.865565503714,-6615.865565503714,-6615.865565503714,0.0,0.0,0.0,28589.41973299339
2010-07-09,22612.30040910002,5346.76613834263,34980.51911560675,22612.30040910002,22612.30040910002,-2696.5897323691615,-2696.5897323691615,-2696.5897323691615,3563.2497468096026,3563.2497468096026,3563.2497468096026,-6259.839479178766,-6259.839479178766,-6259.839479178766,0.0,0.0,0.0,19915.710676730858
2010-07-11,22605.445447923128,-4805.47009765238,25699.036477048965,22605.445447923128,22605.445447923128,-11469.084097592513,-11469.084097592513,-11469.084097592513,-5950.73448209363,-5950.73448209363,-5950.73448209363,-5518.349615498884,-5518.349615498884,-5518.349615498884,0.0,0.0,0.0,11136.361350330615
2010-07-12,22602.017967334687,8147.746003839927,38330.085519431996,22602.017967334687,22602.017967334687,483.6258439406948,483.6258439406948,483.6258439406948,5637.336082778701,5637.336082778701,5637.336082778701,-5153.710238838006,-5153.710238838006,-5153.710238838006,0.0,0.0,0.0,23085.643811275382
2010-07-13,22598.59048674624,10637.151003138251,41608.93981735623,22598.59048674624,22598.59048674624,3457.170831483342,3457.170831483342,3457.170831483342,8263.268564192931,8263.268564192931,8263.268564192931,-4806.097732709589,-4806.097732709589,-4806.097732709589,0.0,0.0,0.0,26055.761318229583
2010-07-14,22595.163006157796,7514.154968925927,38450.05688270181,22595.163006157796,22595.163006157796,880.3560798059556,880.3560798059556,880.3560798059556,5364.460058910319,5364.460058910319,5364.460058910319,-4484.103979104364,-4484.103979104364,-4484.103979104364,0.0,0.0,0.0,23475.51908596375
2010-07-15,22591.735525569355,15617.151905645056,45726.813807769446,22591.735525569355,22591.735525569355,8394.435268802295,8394.435268802295,8394.435268802295,12589.557408796883,12589.557408796883,12589.557408796883,-4195.122139994585,-4195.122139994585,-4195.122139994585,0.0,0.0,0.0,30986.17079437165
2010-07-16,22588.308044980906,6455.942576365713,37964.563418303645,22588.308044980906,22588.308044980906,-381.89695282370235,-381.89695282370235,-381.89695282370235,3563.249746769046,3563.249746769046,3563.249746769046,-3945.1466995927485,-3945.1466995927485,-3945.1466995927485,0.0,0.0,0.0,22206.411092157203
2010-07-18,22581.45308380402,-1987.2784196121243,28630.213190634764,22581.45308380402,22581.45308380402,-9529.079105709712,-9529.079105709712,-9529.079105709712,-5950.734482066646,-5950.734482066646,-5950.734482066646,-3578.3446236430664,-3578.3446236430664,-3578.3446236430664,0.0,0.0,0.0,13052.373978094307
2010-07-19,22578.025603215574,7372.741638252818,40011.88224339974,22578.025603215574,22578.025603215574,2171.9169807934923,2171.9169807934923,2171.9169807934923,5637.336082773795,5637.336082773795,5637.336082773795,-3465.4191019803034,-3465.4191019803034,-3465.4191019803034,0.0,0.0,0.0,24749.942584009066
2010-07-20,22574.59812262713,12669.621854115654,43134.50768739738,22574.59812262713,22574.59812262713,4863.995609549983,4863.995609549983,4863.995609549983,8263.268564196547,8263.268564196547,8263.268564196547,-3399.2729546465657,-3399.2729546465657,-3399.2729546465657,0.0,0.0,0.0,27438.593732177113
2010-07-21,22571.170642038684,9864.843603137113,39802.41805778515,22571.170642038684,22571.170642038684,1986.7352012976662,1986.7352012976662,1986.7352012976662,5364.4600588863295,5364.4600588863295,5364.4600588863295,-3377.7248575886642,-3377.7248575886642,-3377.7248575886642,0.0,0.0,0.0,24557.90584333635
2010-07-22,22567.74316145024,16638.130755873033,47635.636604809144,22567.74316145024,22567.74316145024,9192.451127240465,9192.451127240465,9192.451127240465,12589.557408789418,12589.557408789418,12589.557408789418,-3397.1062815489518,-3397.1062815489518,-3397.1062815489518,0.0,0.0,0.0,31760.194288690705
2010-07-23,22564.315680861797,6807.016363678855,38135.66900018204,22564.315680861797,22564.315680861797,110.81864304074524,110.81864304074524,110.81864304074524,3563.249746728491,3563.249746728491,3563.249746728491,-3452.4311036877466,-3452.4311036877466,-3452.4311036877466,0.0,0.0,0.0,22675.13432390254
2010-07-25,22557.460719684907,-3847.944578916103,28098.12727061763,22557.460719684907,22557.460719684907,-9596.418201580347,-9596.418201580347,-9596.418201580347,-5950.734482176496,-5950.734482176496,-5950.734482176496,-3645.6837194038526,-3645.6837194038526,-3645.6837194038526,0.0,0.0,0.0,12961.04251810456
2010-07-26,22554.03323909646,9248.757907728892,39439.3162885949,22554.03323909646,22554.03323909646,1868.2135924882093,1868.2135924882093,1868.2135924882093,5637.336082785707,5637.336082785707,5637.336082785707,-3769.122490297497,-3769.122490297497,-3769.122490297497,0.0,0.0,0.0,24422.24683158467
2010-07-27,22550.605758508016,12241.70436277925,41432.27964049636,22550.605758508016,22550.605758508016,4363.179104157073,4363.179104157073,4363.179104157073,8263.26856421798,8263.26856421798,8263.26856421798,-3900.089460060908,-3900.089460060908,-3900.089460060908,0.0,0.0,0.0,26913.78486266509
2010-07-28,22547.17827791957,9027.784746870107,39350.78785332924,22547.17827791957,22547.17827791957,1333.7088899781004,1333.7088899781004,1333.7088899781004,5364.460058902725,5364.460058902725,5364.460058902725,-4030.7511689246253,-4030.7511689246253,-4030.7511689246253,0.0,0.0,0.0,23880.887167897672
2010-07-29,22543.750797331126,15853.338034158895,46827.35809520387,22543.750797331126,22543.750797331126,8435.988089908264,8435.988089908264,8435.988089908264,12589.557408818164,12589.557408818164,12589.557408818164,-4153.569318909902,-4153.569318909902,-4153.569318909902,0.0,0.0,0.0,30979.73888723939
2010-07-30,22540.323322326927,6961.441773522026,37090.47691530635,22540.323322326927,22540.323322326927,-698.3327017003613,-698.3327017003613,-698.3327017003613,3563.249746771596,3563.249746771596,3563.249746771596,-4261.582448471957,-4261.582448471957,-4261.582448471957,0.0,0.0,0.0,21841.990620626566
2010-08-01,22533.468372318534,-3595.8635352539477,28953.19783017406,22533.468372318534,22533.468372318534,-10360.491670392636,-10360.491670392636,-10360.491670392636,-5950.7344821495135,-5950.7344821495135,-5950.7344821495135,-4409.757188243125,-4409.757188243125,-4409.757188243125,0.0,0.0,0.0,12172.976701925898
2010-08-02,22530.040897314335,9435.754753503894,40047.282765701704,22530.040897314335,22530.040897314335,1196.2849343940843,1196.2849343940843,1196.2849343940843,5637.3360827976185,5637.3360827976185,5637.3360827976185,-4441.051148403534,-4441.051148403534,-4441.051148403534,0.0,0.0,0.0,23726.32583170842
2010-08-03,22526.61342231014,10994.14156882001,40956.217727682364,22526.61342231014,22526.61342231014,3823.1306059886206,3823.1306059886206,3823.1306059886206,8263.268564239412,8263.268564239412,8263.268564239412,-4440.13795825079,-4440.13795825079,-4440.13795825079,0.0,0.0,0.0,26349.74402829876
2010-08-04,22523.18594730594,7073.943516141064,40469.19915946397,22523.18594730594,22523.18594730594,958.3607882208455,958.3607882208455,958.3607882208455,5364.460058919121,5364.460058919121,5364.460058919121,-4406.099270698276,-4406.099270698276,-4406.099270698276,0.0,0.0,0.0,23481.546735526787
2010-08-05,22519.758472301743,16260.06409859674,46373.56442796221,22519.758472301743,22519.758472301743,8250.010616543403,8250.010616543403,8250.010616543403,12589.55740877234,12589.55740877234,12589.55740877234,-4339.54679222894,-4339.54679222894,-4339.54679222894,0.0,0.0,0.0,30769.769088845147
2010-08-06,22516.330997297544,5900.09809141163,38116.66536440237,22516.330997297544,22516.330997297544,-679.355920808207,-679.355920808207,-679.355920808207,3563.249746755905,3563.249746755905,3563.249746755905,-4242.60566756411,-4242.60566756411,-4242.60566756411,0.0,0.0,0.0,21836.975076489336
2010-08-08,22509.47604728915,-2675.9665196691044,26693.64264123535,22509.47604728915,22509.47604728915,-9923.872339349284,-9923.872339349284,-9923.872339349284,-5950.734482131915,-5950.734482131915,-5950.734482131915,-3973.137857217367,-3973.137857217367,-3973.137857217367,0.0,0.0,0.0,12585.603707939867
2010-08-09,22506.04857228495,8512.948761392898,39726.48495794677,22506.04857228495,22506.04857228495,1825.822843064206,1825.822843064206,1825.822843064206,5637.336082784033,5637.336082784033,5637.336082784033,-3811.5132397198263,-3811.5132397198263,-3811.5132397198263,0.0,0.0,0.0,24331.871415349156
2010-08-10,22502.621097280757,11681.355215745649,43225.96499390745,22502.621097280757,22502.621097280757,4622.361111161429,4622.361111161429,4622.361111161429,8263.268564243028,8263.268564243028,8263.268564243028,-3640.907453081599,-3640.907453081599,-3640.907453081599,0.0,0.0,0.0,27124.982208442187
2010-08-11,22499.193622276558,9331.658646910864,39641.95069817807,22499.193622276558,22499.193622276558,1895.540343667855,1895.540343667855,1895.540343667855,5364.460058895851,5364.460058895851,5364.460058895851,-3468.9197152279958,-3468.9197152279958,-3468.9197152279958,0.0,0.0,0.0,24394.73396594441
2010-08-12,22495.76614727236,17799.69636680221,46945.893210346694,22495.76614727236,22495.76614727236,9286.035981564844,9286.035981564844,9286.035981564844,12589.55740880109,12589.55740880109,12589.55740880109,-3303.521427236249,-3303.521427236249,-3303.521427236249,0.0,0.0,0.0,31781.802128837204
2010-08-13,22492.338672268164,8375.52247305215,38844.99823770389,22492.338672268164,22492.338672268164,410.50180571924307,410.50180571924307,410.50180571924307,3563.2497467402136,3563.2497467402136,3563.2497467402136,-3152.7479410209694,-3152.7479410209694,-3152.7479410209694,0.0,0.0,0.0,22902.840477987407
2010-08-15,22485.483722259767,-1926.124150648143,28830.067595960812,22485.483722259767,22485.483722259767,-8876.360085516859,-8876.360085516859,-8876.360085516859,-5950.734482159278,-5950.734482159278,-5950.734482159278,-2925.625603357584,-2925.625603357584,-2925.625603357584,0.0,0.0,0.0,13609.123636742908
2010-08-16,22482.056247255572,9035.483268371974,41897.237426857384,22482.056247255572,22482.056247255572,2774.5240148162716,2774.5240148162716,2774.5240148162716,5637.336082804623,5637.336082804623,5637.336082804623,-2862.8120679883527,-2862.8120679883527,-2862.8120679883527,0.0,0.0,0.0,25256.580262071842
2010-08-17,22478.628772251373,12993.21072979692,42616.487398776255,22478.628772251373,22478.628772251373,5422.168482449463,5422.168482449463,5422.168482449463,8263.268564227898,8263.268564227898,8263.268564227898,-2841.1000817784334,-2841.1000817784334,-2841.1000817784334,0.0,0.0,0.0,27900.797254700836
2010-08-18,22475.201297247175,9526.311928948144,40076.60156535649,22475.201297247175,22475.201297247175,2500.2318192691564,2500.2318192691564,2500.2318192691564,5364.4600589122465,5364.4600589122465,5364.4600589122465,-2864.2282396430905,-2864.2282396430905,-2864.2282396430905,0.0,0.0,0.0,24975.43311651633
2010-08-19,22471.773822242976,16272.424477092809,45475.17793341419,22471.773822242976,22471.773822242976,9655.259479508082,9655.259479508082,9655.259479508082,12589.55740879363,12589.55740879363,12589.55740879363,-2934.297929285547,-2934.297929285547,-2934.297929285547,0.0,0.0,0.0,32127.033301751057
2010-08-20,22468.34634723878,7046.689565046004,37970.487125567415,22468.34634723878,22468.34634723878,511.6435576540017,511.6435576540017,511.6435576540017,3563.2497466996556,3563.2497466996556,3563.2497466996556,-3051.6061890456535,-3051.6061890456535,-3051.6061890456535,0.0,0.0,0.0,22979.989904892784
2010-08-22,22461.49139880512,-2297.22103408389,27861.89944317684,22461.49139880512,22461.49139880512,-9370.222970916171,-9370.222970916171,-9370.222970916171,-5950.734482141679,-5950.734482141679,-5950.734482141679,-3419.4884887744934,-3419.4884887744934,-3419.4884887744934,0.0,0.0,0.0,13091.268427888948
2010-08-23,22458.063924588285,9294.840561408006,39761.99247630967,22458.063924588285,22458.063924588285,1976.414678933094,1976.414678933094,1976.414678933094,5637.336082791039,5637.336082791039,5637.336082791039,-3660.9214038579453,-3660.9214038579453,-3660.9214038579453,0.0,0.0,0.0,24434.47860352138
2010-08-24,22454.636450371454,10769.805821337617,41927.13969934232,22454.636450371454,22454.636450371454,4331.875573693899,4331.875573693899,4331.875573693899,8263.268564212764,8263.268564212764,8263.268564212764,-3931.3929905188634,-3931.3929905188634,-3931.3929905188634,0.0,0.0,0.0,26786.512024065352
2010-08-25,22451.20897615462,8509.096454198972,39069.75066989483,22451.20897615462,22451.20897615462,1142.747457156831,1142.747457156831,1142.747457156831,5364.460058928646,5364.460058928646,5364.460058928646,-4221.712601771814,-4221.712601771814,-4221.712601771814,0.0,0.0,0.0,23593.95643331145
2010-08-26,22447.781501937785,15328.954987120076,45447.523807900994,22447.781501937785,22447.781501937785,8068.423324565896,8068.423324565896,8068.423324565896,12589.557408820232,12589.557408820232,12589.557408820232,-4521.134084254333,-4521.134084254333,-4521.134084254333,0.0,0.0,0.0,30516.20482650368
2010-08-27,22444.354027720954,4833.795683953881,35890.66641146173,22444.354027720954,22444.354027720954,-1254.3579982352855,-1254.3579982352855,-1254.3579982352855,3563.249746767626,3563.249746767626,3563.249746767626,-4817.607745002911,-4817.607745002911,-4817.607745002911,0.0,0.0,0.0,21189.99602948567
2010-08-29,22437.499079287285,-4363.407283960273,25866.69151781095,22437.499079287285,22437.499079287285,-11299.578287151866,-11299.578287151866,-11299.578287151866,-5950.73448212408,-5950.73448212408,-5950.73448212408,-5348.8438050277855,-5348.8438050277855,-5348.8438050277855,0.0,0.0,0.0,11137.92079213542
2010-08-31,22430.64413085362,9113.019519247027,40275.090396062944,22430.64413085362,22430.64413085362,2557.913929583242,2557.913929583242,2557.913929583242,8263.268564234197,8263.268564234197,8263.268564234197,-5705.354634650954,-5705.354634650954,-5705.354634650954,0.0,0.0,0.0,24988.558060436862
2010-09-01,22427.21665663679,5920.26747577662,36373.02589738029,22427.21665663679,22427.21665663679,-419.3852034306503,-419.3852034306503,-419.3852034306503,5364.460058884818,5364.460058884818,5364.460058884818,-5783.845262315468,-5783.845262315468,-5783.845262315468,0.0,0.0,0.0,22007.831453206138
2010-09-02,22423.789182419958,14079.058646371783,43670.32525143233,22423.789182419958,22423.789182419958,6810.639475398161,6810.639475398161,6810.639475398161,12589.557408812767,12589.557408812767,12589.557408812767,-5778.917933414605,-5778.917933414605,-5778.917933414605,0.0,0.0,0.0,29234.42865781812
2010-09-03,22420.361708203123,4920.801784699885,35468.12396085225,22420.361708203123,22420.361708203123,-2116.1818413705178,-2116.1818413705178,-2116.1818413705178,3563.24974672707,3563.24974672707,3563.24974672707,-5679.431588097586,-5679.431588097586,-5679.431588097586,0.0,0.0,0.0,20304.179866832605
2010-09-05,22413.506759769458,-2413.6250295711748,26597.63756218984,22413.506759769458,22413.506759769458,-11111.653332560902,-11111.653332560902,-11111.653332560902,-5950.734482106483,-5950.734482106483,-5950.734482106483,-5160.918850454419,-5160.918850454419,-5160.918850454419,0.0,0.0,0.0,11301.853427208556
2010-09-06,22410.079285552627,7457.564692394052,38912.920178414715,22410.079285552627,22410.079285552627,908.0876701445737,908.0876701445737,908.0876701445737,5637.3360827725455,5637.3360827725455,5637.3360827725455,-4729.248412627971,-4729.248412627971,-4729.248412627971,0.0,0.0,0.0,23318.1669556972
2010-09-07,22406.651811335792,10015.014310657565,42092.0181710969,22406.651811335792,22406.651811335792,4085.031759015862,4085.031759015862,4085.031759015862,8263.268564201251,8263.268564201251,8263.268564201251,-4178.236805185386,-4178.236805185386,-4178.236805185386,0.0,0.0,0.0,26491.683570351655
2010-09-08,22403.224337118958,8805.725115201465,40123.43223310347,22403.224337118958,22403.224337118958,1856.5777892895783,1856.5777892895783,1856.5777892895783,5364.460058941604,5364.460058941604,5364.460058941604,-3507.882269652024,-3507.882269652024,-3507.882269652024,0.0,0.0,0.0,24259.802126408536
2010-09-09,22399.796862902123,16515.459978199502,46915.31128198012,22399.796862902123,22399.796862902123,9868.612334116,9868.612334116,9868.612334116,12589.557408805302,12589.557408805302,12589.557408805302,-2720.9450746893012,-2720.9450746893012,-2720.9450746893012,0.0,0.0,0.0,32268.409197018125
2010-09-10,22396.369388685293,9226.65908955392,40068.718551342834,22396.369388685293,22396.369388685293,1740.2833688324579,1740.2833688324579,1740.2833688324579,3563.2497467113785,3563.2497467113785,3563.2497467113785,-1822.96637787892,-1822.96637787892,-1822.96637787892,0.0,0.0,0.0,24136.65275751775
2010-09-12,22389.514440251627,1357.2202082517817,31161.90272803265,22389.514440251627,22389.514440251627,-5680.276413884691,-5680.276413884691,-5680.276413884691,-5950.734482133844,-5950.734482133844,-5950.734482133844,270.4580682491534,270.4580682491534,270.4580682491534,0.0,0.0,0.0,16709.238026366937
2010-09-13,22386.086966034796,14252.917088611204,45916.054837386924,22386.086966034796,22386.086966034796,7079.129486937445,7079.129486937445,7079.129486937445,5637.336082784459,5637.336082784459,5637.336082784459,1441.7934041529866,1441.7934041529866,1441.7934041529866,0.0,0.0,0.0,29465.216452972243
2010-09-14,22382.65949475614,17945.257096547328,49031.072369480586,22382.65949475614,22382.65949475614,10939.691688822357,10939.691688822357,10939.691688822357,8263.26856424143,8263.26856424143,8263.26856424143,2676.423124580924,2676.423124580924,2676.423124580924,0.0,0.0,0.0,33322.351183578496
2010-09-15,22379.23202347748,16860.982240917303,46079.00335759223,22379.23202347748,22379.23202347748,9321.648021447068,9321.648021447068,9321.648021447068,5364.4600589176125,5364.4600589176125,5364.4600589176125,3957.1879625294564,3957.1879625294564,3957.1879625294564,0.0,0.0,0.0,31700.88004492455
2010-09-16,22375.804552198824,24379.584959828655,54474.6576503065,22375.804552198824,22375.804552198824,17855.082027992485,17855.082027992485,17855.082027992485,12589.55740879784,12589.55740879784,12589.55740879784,5265.524619194644,5265.524619194644,5265.524619194644,0.0,0.0,0.0,40230.886580191305
2010-09-17,22372.377080920167,16724.881174186245,47500.46255612323,22372.377080920167,22372.377080920167,10145.142673367554,10145.142673367554,10145.142673367554,3563.249746729617,3563.249746729617,3563.249746729617,6581.892926637938,6581.892926637938,6581.892926637938,0.0,0.0,0.0,32517.51975428772
2010-09-19,22365.522138362852,10818.068748405194,40801.71246491414,22365.522138362852,22365.522138362852,3207.7161052660094,3207.7161052660094,3207.7161052660094,-5950.7344821256265,-5950.7344821256265,-5950.7344821256265,9158.450587391635,9158.450587391635,9158.450587391635,0.0,0.0,0.0,25573.23824362886
2010-09-20,22362.094667084195,22627.21976444031,54844.81147951213,22362.094667084195,22362.094667084195,16016.222437492628,16016.222437492628,16016.222437492628,5637.336082796371,5637.336082796371,5637.336082796371,10378.886354696258,10378.886354696258,10378.886354696258,0.0,0.0,0.0,38378.317104576825
2010-09-21,22358.667195805538,25532.07537943696,56647.998351942835,22358.667195805538,22358.667195805538,19792.076781571166,19792.076781571166,19792.076781571166,8263.268564189735,8263.268564189735,8263.268564189735,11528.808217381431,11528.808217381431,11528.808217381431,0.0,0.0,0.0,42150.743977376704
2010-09-22,22355.23972452688,24703.382717847897,56445.486676179644,22355.23972452688,22355.23972452688,17955.321424659567,17955.321424659567,17955.321424659567,5364.460058873786,5364.460058873786,5364.460058873786,12590.861365785782,12590.861365785782,12590.861365785782,0.0,0.0,0.0,40310.56114918645
2010-09-23,22351.812253248223,33988.09777198163,65058.81986631193,22351.812253248223,22351.812253248223,26139.052167508362,26139.052167508362,26139.052167508362,12589.557408824443,12589.557408824443,12589.557408824443,13549.49475868392,13549.49475868392,13549.49475868392,0.0,0.0,0.0,48490.86442075658
2010-09-24,22348.38478196957,25555.24803948249,56317.37593921008,22348.38478196957,22348.38478196957,17954.591621342912,17954.591621342912,17954.591621342912,3563.249746797588,3563.249746797588,3563.249746797588,14391.34187454532,14391.34187454532,14391.34187454532,0.0,0.0,0.0,40302.97640331248
2010-09-26,22341.52983941225,17285.456432771367,48484.42324106048,22341.52983941225,22341.52983941225,9733.290989465846,9733.290989465846,9733.290989465846,-5950.7344820986455,-5950.7344820986455,-5950.7344820986455,15684.025471564493,15684.025471564493,15684.025471564493,0.0,0.0,0.0,32074.820828878095
2010-09-27,22338.102368133594,28909.48160381296,59794.55723734876,22338.102368133594,22338.102368133594,21758.99414101151,21758.99414101151,21758.99414101151,5637.336082808283,5637.336082808283,5637.336082808283,16121.658058203233,16121.658058203233,16121.658058203233,0.0,0.0,0.0,44097.09650914511
2010-09-28,22334.674896854936,32046.82702817599,62433.40536362466,22334.674896854936,22334.674896854936,24679.67018448393,24679.67018448393,24679.67018448393,8263.268564229915,8263.268564229915,8263.268564229915,16416.401620254015,16416.401620254015,16416.401620254015,0.0,0.0,0.0,47014.34508133886
2010-09-29,22331.24742557628,29328.464672641832,59723.632764049005,22331.24742557628,22331.24742557628,21933.78540783595,21933.78540783595,21933.78540783595,5364.460058890182,5364.460058890182,5364.460058890182,16569.325348945767,16569.325348945767,16569.325348945767,0.0,0.0,0.0,44265.03283341223
2010-09-30,22327.819954297625,36029.130035404734,66556.27850655859,22327.819954297625,22327.819954297625,29174.12150638747,29174.12150638747,29174.12150638747,12589.557408780762,12589.557408780762,12589.557408780762,16584.564097606708,16584.564097606708,16584.564097606708,0.0,0.0,0.0,51501.94146068509
2010-10-01,22324.392483018968,26696.873797845536,57708.15548090409,22324.392483018968,22324.392483018968,20032.44234365687,20032.44234365687,20032.44234365687,3563.2497467818966,3563.2497467818966,3563.2497467818966,16469.19259687497,16469.19259687497,16469.19259687497,0.0,0.0,0.0,42356.83482667584
2010-10-03,22317.537540461653,17079.889939362485,47316.58765077899,22317.537540461653,22317.537540461653,9937.601988797487,9937.601988797487,9937.601988797487,-5950.73448212601,-5950.73448212601,-5950.73448212601,15888.336470923497,15888.336470923497,15888.336470923497,0.0,0.0,0.0,32255.13952925914
2010-10-04,22314.110069182996,28367.358166314407,58804.18486147088,22314.110069182996,22314.110069182996,21086.877395317766,21086.877395317766,21086.877395317766,5637.336082777877,5637.336082777877,5637.336082777877,15449.541312539888,15449.541312539888,15449.541312539888,0.0,0.0,0.0,43400.987464500766
2010-10-05,22310.68259790434,29894.432914852594,60708.58955741486,22310.68259790434,22310.68259790434,23196.060848703764,23196.060848703764,23196.060848703764,8263.268564214784,8263.268564214784,8263.268564214784,14932.792284488985,14932.792284488985,14932.792284488985,0.0,0.0,0.0,45506.7434466081
2010-10-06,22307.255126625678,27318.907380302648,57140.10861428265,22307.255126625678,22307.255126625678,19720.016824299804,19720.016824299804,19720.016824299804,5364.46005886619,5364.46005886619,5364.46005886619,14355.556765433612,14355.556765433612,14355.556765433612,0.0,0.0,0.0,42027.27195092548
2010-10-07,22303.827660441206,34151.62465382143,63109.52679964873,22303.827660441206,22303.827660441206,26325.71239310844,26325.71239310844,26325.71239310844,12589.557408809513,12589.557408809513,12589.557408809513,13736.154984298926,13736.154984298926,13736.154984298926,0.0,0.0,0.0,48629.540053549645
2010-10-08,22300.40019425673,23192.710542274028,54424.85937683851,22300.40019425673,22300.40019425673,16656.53192821872,16656.53192821872,16656.53192821872,3563.249746825002,3563.249746825002,3563.249746825002,13093.282181393713,13093.282181393713,13093.282181393713,0.0,0.0,0.0,38956.93212247545
